year,export_column,source_column,original_arrow_type,label,value_labels_json,missing_codes_json,source_files_json
2012,PV4MAPF,PV4MAPF,double,Plausible value 4 in process subscale of Maths - Formulate,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV4MAPI,PV4MAPI,double,Plausible value 4 in process subscale of Maths - Interpret,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV4MATH,PV4MATH,double,Plausible value 4 in mathematics,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV4READ,PV4READ,double,Plausible value 4 in reading,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV4SCIE,PV4SCIE,double,Plausible value 4 in science,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5MACC,PV5MACC,double,Plausible value 5 in content subscale of Maths - Change and Relationships,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5MACQ,PV5MACQ,double,Plausible value 5 in content subscale of Maths - Quantity,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5MACS,PV5MACS,double,Plausible value 5 in content subscale of Maths - Space and Shape,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5MACU,PV5MACU,double,Plausible value 5 in content subscale of Maths - Uncertainty and Data,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5MAPE,PV5MAPE,double,Plausible value 5 in process subscale of Maths - Employ,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5MAPF,PV5MAPF,double,Plausible value 5 in process subscale of Maths - Formulate,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5MAPI,PV5MAPI,double,Plausible value 5 in process subscale of Maths - Interpret,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5MATH,PV5MATH,double,Plausible value 5 in mathematics,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5READ,PV5READ,double,Plausible value 5 in reading,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,PV5SCIE,PV5SCIE,double,Plausible value 5 in science,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,QUESTID,QUESTID,int64,Student Questionnaire Form ,"{""1"": ""StQ Form A"", ""2"": ""StQ Form B"", ""3"": ""StQ Form C"", ""5"": ""StQ Form UH"", ""9"": ""Missing""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,REPEAT,REPEAT,int64,Grade Repetition,"{""0"": ""Did not repeat a <grade>"", ""1"": ""Repeated a <grade>"", ""9"": ""Missing""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,SCHOOLID,SCHOOLID,string,School ID 7-digit (region ID + stratum ID + 3-digit school ID),{},[],"[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,SCMAT,SCMAT,double,Mathematics Self-Concept,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,SENWGT_STU,SENWGT_STU,double,Senate weight - sum of weight within the country is 1000,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,SMINS,SMINS,int64,Learning time (minutes per week) - <Science>,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST01Q01,ST01Q01,int64,International Grade,"{""96"": ""Ungraded"", ""98"": ""Invalid"", ""99"": ""Missing""}","[""99"", ""98"", ""97""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST02Q01,ST02Q01,int64,National Study Programme,{},"[""99"", ""98"", ""97""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST03Q01,ST03Q01,string,Birth - Month,{},"[""'99'"", ""'98'"", ""'97'""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST03Q02,ST03Q02,string,Birth -Year,{},"[""'9999'"", ""'9998'"", ""'9997'""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST04Q01,ST04Q01,int64,Gender,"{""1"": ""Female"", ""2"": ""Male""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST05Q01,ST05Q01,int64,Attend <ISCED 0>,"{""1"": ""No  "", ""2"": ""Yes, for one year or less "", ""3"": ""Yes, for more than one year""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST06Q01,ST06Q01,int64,Age at <ISCED 1>,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST07Q01,ST07Q01,int64,Repeat - <ISCED 1>,"{""1"": ""No, never"", ""2"": ""Yes, once"", ""3"": ""Yes, twice or more""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST07Q02,ST07Q02,int64,Repeat - <ISCED 2>,"{""1"": ""No, never"", ""2"": ""Yes, once"", ""3"": ""Yes, twice or more""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST07Q03,ST07Q03,int64,Repeat - <ISCED 3>,"{""1"": ""No, never"", ""2"": ""Yes, once"", ""3"": ""Yes, twice or more""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST08Q01,ST08Q01,int64,Truancy - Late for School,"{""1"": ""None  "", ""2"": ""One or two times  "", ""3"": ""Three or four times  "", ""4"": ""Five or more times  ""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST09Q01,ST09Q01,int64,Truancy - Skip whole school day,"{""1"": ""None  "", ""2"": ""One or two times  "", ""3"": ""Three or four times  "", ""4"": ""Five or more times  ""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST101Q01,ST101Q01,int64,Problem Route Selection - Read brochure,"{""1"": ""definitely do this"", ""2"": ""probably do this"", ""3"": ""probably not do this"", ""4"": ""definitely not do this""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST101Q02,ST101Q02,int64,Problem Route Selection - Study map,"{""1"": ""definitely do this"", ""2"": ""probably do this"", ""3"": ""probably not do this"", ""4"": ""definitely not do this""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST101Q03,ST101Q03,int64,Problem Route Selection - Leave it to brother,"{""1"": ""definitely do this"", ""2"": ""probably do this"", ""3"": ""probably not do this"", ""4"": ""definitely not do this""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST101Q05,ST101Q05,int64,Problem Route Selection - Just drive,"{""1"": ""definitely do this"", ""2"": ""probably do this"", ""3"": ""probably not do this"", ""4"": ""definitely not do this""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST104Q01,ST104Q01,int64,Problem Ticket Machine - Similarities,"{""1"": ""definitely do this"", ""2"": ""probably do this"", ""3"": ""probably not do this"", ""4"": ""definitely not do this""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST104Q04,ST104Q04,int64,Problem Ticket Machine - Try buttons,"{""1"": ""definitely do this"", ""2"": ""probably do this"", ""3"": ""probably not do this"", ""4"": ""definitely not do this""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST104Q05,ST104Q05,int64,Problem Ticket Machine - Ask for help,"{""1"": ""definitely do this"", ""2"": ""probably do this"", ""3"": ""probably not do this"", ""4"": ""definitely not do this""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST104Q06,ST104Q06,int64,Problem Ticket Machine - Find ticket office,"{""1"": ""definitely do this"", ""2"": ""probably do this"", ""3"": ""probably not do this"", ""4"": ""definitely not do this""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST115Q01,ST115Q01,int64,Truancy - Skip classes within school day,"{""1"": ""None  "", ""2"": ""One or two times  "", ""3"": ""Three or four times  "", ""4"": ""Five or more times  ""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST11Q01,ST11Q01,int64,At Home - Mother,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST11Q02,ST11Q02,int64,At Home - Father,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST11Q03,ST11Q03,int64,At Home - Brothers,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST11Q04,ST11Q04,int64,At Home - Sisters,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST11Q05,ST11Q05,int64,At Home - Grandparents,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST11Q06,ST11Q06,int64,At Home - Others,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST13Q01,ST13Q01,int64,Mother<Highest Schooling>,"{""1"": ""<ISCED level 3A> "", ""2"": ""<ISCED level 3B, 3C> "", ""3"": ""<ISCED level 2> "", ""4"": ""<ISCED level 1> "", ""5"": ""She did not complete <ISCED level 1> ""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST14Q01,ST14Q01,int64,Mother Qualifications - <ISCED level 6> ,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST14Q02,ST14Q02,int64,Mother Qualifications - <ISCED level 5A> ,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST14Q03,ST14Q03,int64,Mother Qualifications - <ISCED level 5B> ,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST14Q04,ST14Q04,int64,Mother Qualifications - <ISCED level 4> ,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST15Q01,ST15Q01,int64,Mother Current Job Status,"{""1"": ""Working full-time <for pay> "", ""2"": ""Working part-time <for pay>"", ""3"": ""Not working, but looking for a job "", ""4"": ""Other (e.g. home duties, retired) ""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST17Q01,ST17Q01,int64,Father<Highest Schooling>,"{""1"": ""<ISCED level 3A> "", ""2"": ""<ISCED level 3B, 3C> "", ""3"": ""<ISCED level 2> "", ""4"": ""<ISCED level 1> "", ""5"": ""He did not complete <ISCED level 1> ""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST18Q01,ST18Q01,int64,Father Qualifications - <ISCED level 6> ,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST18Q02,ST18Q02,int64,Father Qualifications - <ISCED level 5A> ,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST18Q03,ST18Q03,int64,Father Qualifications - <ISCED level 5B> ,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST18Q04,ST18Q04,int64,Father Qualifications - <ISCED level 4> ,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST19Q01,ST19Q01,int64,Father Current Job Status,"{""1"": ""Working full-time <for pay> "", ""2"": ""Working part-time <for pay>"", ""3"": ""Not working, but looking for a job"", ""4"": ""Other (e.g. home duties, retired) ""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST20Q01,ST20Q01,int64,Country of Birth - Self,"{""1"": ""Country of test"", ""2"": ""Other country""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST20Q02,ST20Q02,int64,Country of Birth - Mother,"{""1"": ""Country of test"", ""2"": ""Other country""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST20Q03,ST20Q03,int64,Country of Birth - Father,"{""1"": ""Country of test"", ""2"": ""Other country""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST21Q01,ST21Q01,int64,Age of arrival in <country of test>,{},"[""9999"", ""9998"", ""9997""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST22Q01,ST22Q01,int64,Acculturation - Mother Immigrant (Filter),"{""1"": ""No"", ""2"": ""Yes""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST23Q01,ST23Q01,int64,Acculturation - Enjoy <Host Culture> Friends,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST23Q02,ST23Q02,int64,Acculturation - Enjoy <Heritage Culture> Friends,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST23Q03,ST23Q03,int64,Acculturation - Enjoy <Host Culture> Celebrations,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST23Q04,ST23Q04,int64,Acculturation - Enjoy <Heritage Culture> Celebrations,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST23Q05,ST23Q05,int64,Acculturation - Spend Time with <Host Culture> Friends,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST23Q06,ST23Q06,int64,Acculturation - Spend Time with <Heritage Culture> Friends,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST23Q07,ST23Q07,int64,Acculturation - Participate in <Host Culture> Celebrations,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST23Q08,ST23Q08,int64,Acculturation - Participate in <Heritage Culture> Celebrations,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST24Q01,ST24Q01,int64,Acculturation - Perceived Host-Heritage Cultural Differences - Values,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST24Q02,ST24Q02,int64,Acculturation - Perceived Host-Heritage Cultural Differences - Mother Treatment,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST24Q03,ST24Q03,int64,Acculturation - Perceived Host-Heritage Cultural Differences - Teacher Treatment,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST25Q01,ST25Q01,int64,International Language at Home,"{""1"": ""Language of the test"", ""2"": ""Other language""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
2012,ST26Q01,ST26Q01,int64,Possessions - desk,"{""1"": ""Yes"", ""2"": ""No""}","[""9"", ""8"", ""7""]","[""data/Global/pisa/historical_raw/2012/student_questionnaire/INT_STU12_DEC03.txt"", ""data/Global/pisa/historical_raw/2012/other/SPSS syntax to read in student questionnaire data file.txt""]"
