year,export_column,source_column,original_arrow_type,label,value_labels_json,missing_codes_json,source_files_json
2000,CC01Q24,CC01Q24,int64,Learn well - CC1/24,"{""1"": ""Never"", ""2"": ""Some"", ""3"": ""Often"", ""4"": ""Always""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC01Q25,CC01Q25,int64,Fits in - CC1/25,"{""1"": ""Never"", ""2"": ""Some"", ""3"": ""Often"", ""4"": ""Always""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC01Q26,CC01Q26,int64,Can master - CC1/26,"{""1"": ""Never"", ""2"": ""Some"", ""3"": ""Often"", ""4"": ""Always""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC01Q27,CC01Q27,int64,Additional info - CC1/27,"{""1"": ""Never"", ""2"": ""Some"", ""3"": ""Often"", ""4"": ""Always""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC01Q28,CC01Q28,int64,Best effort - CC1/Q28,"{""1"": ""Never"", ""2"": ""Some"", ""3"": ""Often"", ""4"": ""Always""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q01,CC02Q01,int64,Math absorbed - CC2/29,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q02,CC02Q02,int64,Like other - CC2/30,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q03,CC02Q03,int64,Quickly in most - CC2/31,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q04,CC02Q04,int64,Better - CC2/32,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q05,CC02Q05,int64,Hopeless - CC2/33,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q06,CC02Q06,int64,Reading fun - CC2/34,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q07,CC02Q07,int64,Good most - CC2/35,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q08,CC02Q08,int64,Learn most - CC2/36,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q09,CC02Q09,int64,Learn quickly - CC2/37,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q10,CC02Q10,int64,Math fun - CC2/38,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q11,CC02Q11,int64,Trying better - CC2/39,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q12,CC02Q12,int64,Good marks Math - CC2/Q40,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q13,CC02Q13,int64,Read spare - CC2/41,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q14,CC02Q14,int64,Best work - CC2/42,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q15,CC02Q15,int64,Math best - CC2/43,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q16,CC02Q16,int64,Like to be best - CC2/44,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q17,CC02Q17,int64,Read absorbed - CC2/45,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q18,CC02Q18,int64,Done well - CC2/46,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q19,CC02Q19,int64,Help others - CC2/47,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q20,CC02Q20,int64,Well in tests - CC2/48,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q21,CC02Q21,int64,Math important - CC2/49,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q22,CC02Q22,int64,Helpful ideas - CC2/50,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q23,CC02Q23,int64,Good marks - CC2/51,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CC02Q24,CC02Q24,int64,Learn faster - CC2/52,"{""1"": ""Disagree"", ""2"": ""Disagree some"", ""3"": ""Agree some"", ""4"": ""Agree""}","[""8"", ""9"", ""7""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CEXP,CEXP,double,Control Expectation (WLE),{},"[""97""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CNT,CNT,string,Country alphanumerical ISO code,"{""\""ALB\"""": ""ALBANIA"", ""\""ARG\"""": ""ARGENTINA"", ""\""AUS\"""": ""AUSTRALIA"", ""\""AUT\"""": ""AUSTRIA"", ""\""BEL\"""": ""BELGIUM"", ""\""BGR\"""": ""BULGARIA"", ""\""BRA\"""": ""BRAZIL"", ""\""CAN\"""": ""CANADA"", ""\""CHE\"""": ""SWITZERLAND"", ""\""CHL\"""": ""CHILE"", ""\""CZE\"""": ""CZECH REPUBLIC"", ""\""DEU\"""": ""GERMANY"", ""\""DNK\"""": ""DENMARK"", ""\""ESP\"""": ""SPAIN"", ""\""FIN\"""": ""FINLAND"", ""\""FRA\"""": ""FRANCE"", ""\""GBR\"""": ""UNITED KINGDOM"", ""\""GRC\"""": ""GREECE"", ""\""HKG\"""": ""HONG KONG"", ""\""HUN\"""": ""HUNGARY"", ""\""IDN\"""": ""INDONESIA"", ""\""IRL\"""": ""IRELAND"", ""\""ISL\"""": ""ICELAND"", ""\""ISR\"""": ""ISRAEL"", ""\""ITA\"""": ""ITALY"", ""\""JPN\"""": ""JAPAN"", ""\""KOR\"""": ""KOREA, REPUBLIC OF"", ""\""LIE\"""": ""LIECHTENSTEIN"", ""\""LUX\"""": ""LUXEMBOURG"", ""\""LVA\"""": ""LATVIA"", ""\""MEX\"""": ""MEXICO"", ""\""MKD\"""": ""MACEDONIA"", ""\""NLD\"""": ""NETHERLANDS"", ""\""NOR\"""": ""NORWAY"", ""\""NZL\"""": ""NEW ZEALAND"", ""\""PER\"""": ""PERU"", ""\""POL\"""": ""POLAND"", ""\""PRT\"""": ""PORTUGAL"", ""\""ROM\"""": ""ROMANIA"", ""\""RUS\"""": ""RUSSIAN FEDERATION"", ""\""SWE\"""": ""SWEDEN"", ""\""THA\"""": ""THAILAND"", ""\""USA\"""": ""UNITED STATES""}",[],"[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,CNTRFAC,CNTRFAC,double,Adjustment factor to compute Senate weights for Reading,{},[],"[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
2000,COMAB,COMAB,double,Comfort and ability with computers (WLE),{},"[""97""]","[""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_read_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_reading.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_math_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_mathematics.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/intstud_scie_v3.txt"", ""data/Global/pisa/historical_raw/2000/student_questionnaire/PISA2000_SPSS_student_science.txt""]"
